,Pick,Team,Name,College,Seasons,Games,Minutes Played,Points,Total Rebounds,Assists,FG%,3P%,FT%,MPG,PPG,TRPG,APG,Win Share,Win Share/48,Box +/-,VORP
929,16,WAS,Nick Young\youngni01,University of Southern California,10,636,14989,7604,1300,649,.419,.376,.835,23.6,12.0,2.0,1.0,16.8,.054,-3.4,-5.2
930,17,NJN,Sean Williams\willise01,Boston College,4,137,1978,581,472,47,.511,.000,.624,14.4,4.2,3.4,0.3,3.0,.073,-2.0,0.0
931,18,GSW,Marco Belinelli\belinma01,,10,643,14894,6209,1320,1079,.425,.378,.832,23.2,9.7,2.1,1.7,23.6,.076,-1.6,1.4
932,19,LAL,Javaris Crittenton\crittja01,Georgia Institute of Technology,2,113,1853,595,276,201,.442,.231,.638,16.4,5.3,2.4,1.8,0.1,.002,-4.3,-1.1
933,20,MIA,Jason Smith\smithja02,Colorado State University,9,559,9490,3582,1956,421,.473,.371,.777,17.0,6.4,3.5,0.8,13.9,.070,-2.5,-1.2
934,21,PHI,Daequan Cook\cookda02,Ohio State University,6,328,5993,2114,703,243,.369,.359,.813,18.3,6.4,2.1,0.7,4.9,.039,-3.6,-2.4
935,22,CHA,Jared Dudley\dudleja01,Boston College,10,737,17697,6088,2515,1190,.468,.396,.731,24.0,8.3,3.4,1.6,39.3,.107,1.3,14.7
936,23,NYK,Wilson Chandler\chandwi01,DePaul University,9,512,15910,7166,2789,923,.445,.339,.770,31.1,14.0,5.4,1.8,23.3,.070,-0.7,5.2
937,24,PHO,Rudy Fernandez\fernaru01,,4,249,5965,2254,608,554,.399,.360,.840,24.0,9.1,2.4,2.2,14.2,.114,1.8,5.7
938,25,UTA,Morris Almond\almonmo01,Rice University,3,38,361,119,46,12,.381,.292,.743,9.5,3.1,1.2,0.3,0.0,.005,-6.4,-0.4
939,26,HOU,Aaron Brooks\brookaa01,University of Oregon,9,609,13185,6166,1059,1898,.413,.369,.838,21.7,10.1,1.7,3.1,19.0,.069,-1.7,0.9
940,27,DET,Arron Afflalo\afflaar01,University of California Los Angeles,10,707,20093,7999,2106,1349,.450,.387,.824,28.4,11.3,3.0,1.9,33.2,.079,-1.0,5.2
941,28,SAS,Tiago Splitter\splitti01,,7,351,6766,2796,1765,422,.557,.100,.697,19.3,8.0,5.0,1.2,25.3,.180,2.0,6.8
942,29,PHO,Alando Tucker\tuckeal02,University of Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045,-6.7,-0.5
943,30,PHI,Petteri Koponen\koponpe01,,,,,,,,,,,,,,,,,,
944,31,SEA,Carl Landry\landrca01,Purdue University,9,513,11524,5541,2533,355,.535,.300,.785,22.5,10.8,4.9,0.7,35.9,.149,-1.1,2.6
945,32,BOS,Gabe Pruitt\pruitga01,University of Southern California,2,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043,-3.1,-0.1
946,33,SAS,Marcus Williams\willima04,University of Arizona,2,13,39,14,12,3,.318,,,3.0,1.1,0.9,0.2,-0.1,-.084,-7.5,-0.1
947,34,DAL,Nick Fazekas\fazekni01,University of Nevada Reno,1,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148,-0.1,0.1
948,35,SEA,Glen Davis\davisgl01,Louisiana State University,8,514,10865,4111,2236,457,.447,.182,.700,21.1,8.0,4.4,0.9,18.6,.082,-2.3,-0.8
949,36,GSW,Jermareo Davidson\davidje01,University of Alabama,2,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000,-7.6,-0.6
950,37,POR,Josh McRoberts\mcrobjo01,Duke University,10,431,8265,2333,1686,901,.464,.341,.705,19.2,5.4,3.9,2.1,18.5,.107,1.0,6.2
951,38,PHI,Kyrylo Fesenko\fesenky01,,5,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038,-4.0,-0.6
952,39,MIA,Stanko Barac\baracst01,,,,,,,,,,,,,,,,,,
953,40,LAL,Sun Yue\yuesu01,,1,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-.226,-15.2,-0.1
954,41,MIN,Chris Richard\richach01,University of Florida,2,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045,-3.5,-0.3
955,42,POR,Derrick Byars\byarsde01,Vanderbilt University,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147,0.6,0.0
956,43,NOK,Adam Haluska,University of Iowa,,,,,,,,,,,,,,,,,
957,44,ORL,Reyshawn Terry,University of North Carolina,,,,,,,,,,,,,,,,,
958,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
959,46,GSW,Stephane Lasme\lasmest01,University of Massachusetts Amherst,1,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041,-2.8,-0.1
960,47,WAS,Dominic McGuire\mcguido01,California State University Fresno,6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037,-1.6,0.6
961,48,LAL,Marc Gasol\gasolma01,,9,639,21605,9527,4868,2069,.497,.340,.771,33.8,14.9,7.6,3.2,69.2,.154,3.7,31.0
962,49,CHI,Aaron Gray\grayaa01,University of Pittsburgh,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077,-1.8,0.2
963,50,DAL,Renaldas Seibutis\seibure01,,,,,,,,,,,,,,,,,,
964,51,CHI,JamesOn Curry\curryja01,Oklahoma State University,1,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0
965,52,POR,Taurean Green\greenta01,University of Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-.066,-8.2,-0.1
966,53,POR,Demetris Nichols\nichode01,Syracuse University,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-.203,-15.3,-0.2
967,54,HOU,Brad Newley\newlebr01,,,,,,,,,,,,,,,,,,
968,55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,,,,
969,56,MIL,Ramon Sessions\sessira01,University of Nevada Reno,10,663,15727,7005,1803,2730,.436,.316,.792,23.7,10.6,2.7,4.1,28.6,.087,-1.8,0.8
970,57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,,,,
971,58,SAS,Giorgos Printezis\printgi01,,,,,,,,,,,,,,,,,,
972,59,PHO,D.J. Strawberry\strawdj01,University of Maryland,1,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-.031,-5.1,-0.2
973,60,DAL,Milovan Rakovic\rakovmi01,,,,,,,,,,,,,,,,,,
974,1,CHI,Derrick Rose\rosede01,University of Memphis,8,470,16292,9155,1735,2799,.451,.298,.820,34.7,19.5,3.7,6.0,34.4,.101,0.6,10.6
975,2,MIA,Michael Beasley\beaslmi01,Kansas State University,9,506,11919,6390,2378,638,.459,.347,.758,23.6,12.6,4.7,1.3,13.0,.052,-3.4,-4.3
976,3,MIN,O.J. Mayo\mayooj01,University of Southern California,8,547,16919,7574,1706,1607,.429,.373,.820,30.9,13.8,3.1,2.9,21.8,.062,-0.8,5.1
977,4,SEA,Russell Westbrook\westbru01,University of California Los Angeles,9,664,22657,15033,4107,5257,.433,.311,.822,34.1,22.6,6.2,7.9,79.4,.168,6.4,47.8
978,5,MEM,Kevin Love\loveke01,University of California Los Angeles,9,572,18628,10527,6556,1359,.443,.366,.820,32.6,18.4,11.5,2.4,70.4,.181,3.0,23.5
979,6,NYK,Danilo Gallinari\gallida01,,8,457,14213,6983,2131,892,.419,.369,.862,31.1,15.3,4.7,2.0,40.6,.137,1.1,11.0
980,7,LAC,Eric Gordon\gordoer01,Indiana University,9,488,16352,8099,1235,1556,.432,.382,.816,33.5,16.6,2.5,3.2,26.4,.078,-0.6,5.8
981,8,MIL,Joe Alexander\alexajo01,West Virginia University,2,67,745,282,120,44,.410,.340,.698,11.1,4.2,1.8,0.7,0.5,.030,-3.3,-0.2
982,9,CHA,D.J. Augustin\augusdj01,University of Texas at Austin,9,648,15335,6204,1153,2486,.402,.372,.862,23.7,9.6,1.8,3.8,31.3,.098,-1.6,1.4
983,10,NJN,Brook Lopez\lopezbr01,Stanford University,9,559,18021,10396,3988,862,.506,.336,.794,32.2,18.6,7.1,1.5,49.7,.132,0.9,13.3
984,11,IND,Jerryd Bayless\bayleje01,University of Arizona,9,513,10904,4393,1093,1501,.414,.366,.825,21.3,8.6,2.1,2.9,17.6,.078,-1.7,0.7
985,12,SAC,Jason Thompson\thompja02,Rider University,8,588,14819,5210,3880,635,.496,.143,.657,25.2,8.9,6.6,1.1,23.8,.077,-1.7,1.3
986,13,POR,Brandon Rush\rushbr01,University of Kansas,9,476,10423,3233,1405,464,.427,.403,.707,21.9,6.8,3.0,1.0,11.3,.052,-1.7,0.7
987,14,GSW,Anthony Randolph\randoan01,Louisiana State University,6,252,3841,1789,1078,187,.453,.241,.740,15.2,7.1,4.3,0.7,5.8,.072,-2.1,-0.1
988,15,PHO,Robin Lopez\lopezro01,Stanford University,9,624,14242,5431,3438,426,.526,.000,.760,22.8,8.7,5.5,0.7,37.9,.128,0.5,8.8
989,16,PHI,Marreese Speights\speigma01,University of Florida,9,649,9901,5168,2721,416,.465,.353,.800,15.3,8.0,4.2,0.6,25.2,.122,-2.8,-2.0
990,17,TOR,Roy Hibbert\hibbero01,Georgetown University,9,660,16385,6611,4175,885,.465,.250,.755,24.8,10.0,6.3,1.3,35.9,.105,0.2,9.2
991,18,WAS,JaVale McGee\mcgeeja01,University of Nevada Reno,9,489,8652,3820,2463,154,.552,.100,.576,17.7,7.8,5.0,0.3,22.8,.126,-0.7,2.7
992,19,CLE,J.J. Hickson\hicksjj01,North Carolina State University,8,534,11925,5081,3639,449,.505,.000,.617,22.3,9.5,6.8,0.8,21.9,.088,-2.3,-0.9
993,20,CHA,Alexis Ajinca\ajincal01,,7,289,3799,1496,1121,141,.500,.293,.797,13.1,5.2,3.9,0.5,7.3,.092,-2.5,-0.5
994,21,NJN,Ryan Anderson\anderry01,University of California,9,552,14620,7257,3013,499,.422,.380,.860,26.5,13.1,5.5,0.9,41.9,.138,0.8,10.3
995,22,ORL,Courtney Lee\leeco01,Western Kentucky University,9,673,18745,6560,1806,1115,.451,.387,.850,27.9,9.7,2.7,1.7,34.0,.087,-0.2,8.6
996,23,UTA,Kosta Koufos\koufoko01,Ohio State University,9,573,9378,3280,2803,236,.532,.000,.605,16.4,5.7,4.9,0.4,23.7,.122,-1.0,2.4
997,24,SEA,Serge Ibaka\ibakase01,,8,600,17432,7197,4393,383,.517,.370,.757,29.1,12.0,7.3,0.6,52.6,.145,0.8,12.2
998,25,HOU,Nicolas Batum\batumni01,,9,624,19777,7534,3324,2282,.436,.357,.841,31.7,12.1,5.3,3.7,46.7,.113,2.7,23.3
999,26,SAS,George Hill\hillge01,Indiana University-Purdue University Indianapolis,9,597,17317,7006,1921,1992,.452,.378,.801,29.0,11.7,3.2,3.3,53.4,.148,2.1,17.8
1000,27,NOH,Darrell Arthur\arthuda01,University of Kansas,8,482,8763,3206,1748,400,.444,.351,.764,18.2,6.7,3.6,0.8,12.2,.067,-1.8,0.4
1001,28,MEM,Donte Greene\greendo01,Syracuse University,4,253,4259,1541,600,183,.406,.304,.701,16.8,6.1,2.4,0.7,1.5,.017,-3.8,-2.0
1002,29,DET,D.J. White\whitedj01,Indiana University,6,138,2111,810,437,80,.507,.333,.720,15.3,5.9,3.2,0.6,3.8,.087,-3.3,-0.7
1003,30,BOS,J.R. Giddens\giddejr01,University of New Mexico,2,38,247,73,54,13,.476,.000,.565,6.5,1.9,1.4,0.3,0.1,.027,-4.6,-0.2
1004,31,MIN,Nikola Pekovic\pekovni01,,6,271,6744,3405,1807,199,.518,,.760,24.9,12.6,6.7,0.7,18.8,.134,-0.8,2.0
1005,32,SEA,Walter Sharpe\sharpwa01,University of Alabama at Birmingham,1,8,20,8,3,0,.364,.000,.000,2.5,1.0,0.4,0.0,-0.1,-.131,-16.5,-0.1
1006,33,POR,Joey Dorsey\dorsejo01,University of Memphis,4,130,1488,344,513,55,.534,.000,.375,11.4,2.6,3.9,0.4,2.9,.092,-1.3,0.3
1007,34,MIN,Mario Chalmers\chalmma01,University of Kansas,8,580,15824,5236,1428,2215,.421,.358,.786,27.3,9.0,2.5,3.8,31.7,.096,0.5,10.1
1008,35,LAC,DeAndre Jordan\jordade01,Texas A&M University,9,669,18492,6091,6752,433,.676,.091,.431,27.6,9.1,10.1,0.6,66.0,.171,2.1,19.2
1009,36,POR,Omer Asik\asikom01,,7,453,9034,2457,3315,277,.529,.000,.554,19.9,5.4,7.3,0.6,20.9,.111,-1.4,1.3
1010,37,MIL,Luc Mbah a Moute\mbahalu01,University of California Los Angeles,9,617,14260,3852,2602,526,.451,.324,.660,23.1,6.2,4.2,0.9,22.8,.077,-0.9,4.0
1011,38,CHA,Kyle Weaver\weaveky01,Washington State University,3,73,1379,363,158,119,.441,.353,.736,18.9,5.0,2.2,1.6,1.5,.051,-1.3,0.3
1012,39,CHI,Sonny Weems\weemsso01,University of Arkansas,4,183,3335,1189,402,257,.465,.283,.702,18.2,6.5,2.2,1.4,0.0,.001,-4.2,-1.9
1013,40,NJN,Chris Douglas-Roberts\douglch01,University of Memphis,6,222,4381,1571,472,254,.439,.329,.831,19.7,7.1,2.1,1.1,5.4,.059,-2.9,-1.0
1014,41,IND,Nathan Jawai\jawaina01,,2,45,431,126,106,24,.435,.000,.684,9.6,2.8,2.4,0.5,0.2,.020,-4.0,-0.2
1015,42,SAC,Sean Singletary\singlse01,University of Virginia,1,37,303,90,35,29,.365,.400,.857,8.2,2.4,0.9,0.8,0.0,.006,-4.9,-0.2
1016,43,SAC,Patrick Ewing\ewingpa02,Georgetown University,1,7,19,3,2,2,.000,.000,.750,2.7,0.4,0.3,0.3,-0.1,-.158,-9.3,0.0
1017,44,UTA,Ante Tomic\tomican01,,,,,,,,,,,,,,,,,,
1018,45,SAS,Goran Dragic\dragigo01,,9,642,17684,8519,1880,3093,.472,.362,.756,27.5,13.3,2.9,4.8,43.7,.119,1.4,15.1
1019,46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,
1020,47,WAS,Bill Walker\walkebi01,Kansas State University,5,181,3016,1079,401,153,.446,.369,.760,16.7,6.0,2.2,0.8,5.0,.079,-1.3,0.5
1021,48,PHO,Malik Hairston\hairsma01,University of Oregon,2,62,472,149,77,29,.512,.167,.514,7.6,2.4,1.2,0.5,0.8,.086,-1.9,0.0
1022,49,GSW,Richard Hendrix,University of Alabama,,,,,,,,,,,,,,,,,
1023,50,SEA,DeVon Hardin\hardide01,University of California,,,,,,,,,,,,,,,,,
1024,51,DAL,Shan Foster,Vanderbilt University,,,,,,,,,,,,,,,,,
1025,52,MIA,Darnell Jackson\jacksda01,University of Kansas,3,138,1039,308,203,26,.449,.235,.644,7.5,2.2,1.5,0.2,1.3,.059,-4.9,-0.7
1026,53,UTA,Tadija Dragicevic\dragita01,,,,,,,,,,,,,,,,,,
1027,54,HOU,Maarty Leunen\leunema01,University of Oregon,,,,,,,,,,,,,,,,,
1028,55,POR,Mike Taylor\taylomi01,Iowa State University,1,51,771,289,87,106,.412,.325,.691,15.1,5.7,1.7,2.1,-0.4,-.028,-5.5,-0.7
1029,56,SEA,Sasha Kaun\kaunsa01,University of Kansas,1,25,95,23,26,3,.529,,.455,3.8,0.9,1.0,0.1,0.2,.096,-0.8,0.0
1030,57,SAS,James Gist,University of Maryland,,,,,,,,,,,,,,,,,
1031,58,LAL,Joe Crawford\crawfjo01,University of Kentucky,1,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037,-5.6,0.0
1032,59,DET,Deron Washington,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,
1033,60,BOS,Semih Erden\erdense01,,2,69,928,262,190,29,.546,,.594,13.4,3.8,2.8,0.4,1.8,.094,-2.0,0.0
1034,1,LAC,Blake Griffin\griffbl01,University of Oklahoma,7,467,16433,10034,4394,1937,.518,.304,.672,35.2,21.5,9.4,4.1,61.7,.180,4.1,25.3
1035,2,MEM,Hasheem Thabeet\thabeha01,University of Connecticut,5,224,2357,483,595,27,.567,,.578,10.5,2.2,2.7,0.1,4.8,.099,-1.4,0.4
1036,3,OKC,James Harden\hardeja01,Arizona State University,8,610,20516,13478,3049,3471,.443,.363,.855,33.6,22.1,5.0,5.7,90.5,.212,5.9,41.1
1037,4,SAC,Tyreke Evans\evansty01,University of Memphis,8,472,15213,7628,2250,2415,.444,.296,.757,32.2,16.2,4.8,5.1,24.0,.076,0.8,10.9
1038,5,MIN,Ricky Rubio\rubiori01,,6,349,11072,3592,1482,2953,.376,.315,.828,31.7,10.3,4.2,8.5,23.2,.100,1.3,9.3
1039,6,MIN,Jonny Flynn\flynnjo01,Syracuse University,3,163,3738,1504,307,634,.400,.338,.809,22.9,9.2,1.9,3.9,-1.1,-.015,-4.9,-2.7
1040,7,GSW,Stephen Curry\curryst01,Davidson College,8,571,19804,12998,2489,3893,.476,.437,.903,34.7,22.8,4.4,6.8,83.5,.202,6.3,41.4
1041,8,NYK,Jordan Hill\hilljo01,University of Arizona,8,409,7692,3232,2389,322,.497,.136,.699,18.8,7.9,5.8,0.8,16.4,.102,-2.0,0.0
1042,9,TOR,DeMar DeRozan\derozde01,University of Southern California,8,592,20174,11371,2412,1649,.446,.281,.828,34.1,19.2,4.1,2.8,44.1,.105,-0.9,5.4
1043,10,MIL,Brandon Jennings\jennibr01,,8,537,16548,7718,1619,3088,.388,.347,.795,30.8,14.4,3.0,5.8,29.9,.087,0.5,10.6
1044,11,NJN,Terrence Williams\willite01,University of Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-.004,-3.8,-1.4
1045,12,CHA,Gerald Henderson\hendege02,Duke University,8,531,13764,5970,1710,1002,.441,.328,.794,25.9,11.2,3.2,1.9,18.3,.064,-2.2,-0.8
1046,13,IND,Tyler Hansbrough\hansbty01,University of North Carolina,7,428,7233,2881,1808,181,.439,.136,.738,16.9,6.7,4.2,0.4,20.2,.134,-2.5,-1.0
1047,14,PHO,Earl Clark\clarkea01,University of Louisville,6,261,3630,1138,778,134,.403,.328,.664,13.9,4.4,3.0,0.5,2.9,.038,-3.6,-1.5
1048,15,DET,Austin Daye\dayeau01,Gonzaga University,6,293,4132,1522,764,212,.402,.351,.778,14.1,5.2,2.6,0.7,4.5,.053,-2.6,-0.6
1049,16,CHI,James Johnson\johnsja01,Wake Forest University,8,469,9175,3478,1596,838,.476,.296,.692,19.6,7.4,3.4,1.8,16.4,.086,1.2,7.5
1050,17,PHI,Jrue Holiday\holidjr01,University of California Los Angeles,8,500,16155,7150,1784,3118,.441,.368,.788,32.3,14.3,3.6,6.2,26.6,.079,1.0,12.0
1051,18,MIN,Ty Lawson\lawsoty01,University of North Carolina,8,549,16029,6935,1494,3294,.460,.358,.768,29.2,12.6,2.7,6.0,41.7,.125,0.7,10.8
1052,19,ATL,Jeff Teague\teaguje01,Wake Forest University,8,596,16050,7487,1437,3277,.447,.356,.845,26.9,12.6,2.4,5.5,40.7,.122,0.2,8.7
1053,20,UTA,Eric Maynor\maynoer01,Virginia Commonwealth University,5,267,3896,1141,348,760,.392,.350,.721,14.6,4.3,1.3,2.8,3.3,.041,-4.7,-2.7
1054,21,NOH,Darren Collison\collida01,University of California Los Angeles,8,562,16607,7134,1471,2706,.469,.380,.852,29.5,12.7,2.6,4.8,35.5,.102,-0.3,7.2
1055,22,POR,Victor Claver\clavevi01,,3,80,1072,258,178,56,.398,.293,.585,13.4,3.2,2.2,0.7,0.2,.011,-3.3,-0.4
1056,23,SAC,Omri Casspi\casspom01,,8,494,10592,4097,2029,580,.443,.368,.676,21.4,8.3,4.1,1.2,16.0,.072,-1.5,1.4
1057,24,DAL,Byron Mullens\mulleby01,Ohio State University,5,189,3446,1398,790,153,.408,.319,.706,18.2,7.4,4.2,0.8,0.6,.008,-4.6,-2.3
1058,25,OKC,Rodrigue Beaubois\beaubro01,,4,182,2896,1286,338,374,.439,.325,.810,15.9,7.1,1.9,2.1,4.8,.079,-0.1,1.4
1059,26,CHI,Taj Gibson\gibsota01,University of Southern California,8,581,14575,5446,3669,577,.495,.114,.693,25.1,9.4,6.3,1.0,37.4,.123,-0.2,6.6
1060,27,MEM,DeMarre Carroll\carrode01,University of Missouri,8,410,9427,3322,1561,467,.444,.364,.728,23.0,8.1,3.8,1.1,22.1,.112,1.3,7.8
1061,28,MIN,Wayne Ellington\ellinwa01,University of North Carolina,8,510,10275,3823,1079,553,.411,.375,.849,20.1,7.5,2.1,1.1,10.3,.048,-2.8,-2.0
1062,29,LAL,Toney Douglas\douglto01,Florida State University,8,394,7511,3009,875,889,.404,.354,.824,19.1,7.6,2.2,2.3,12.1,.077,-0.6,2.6
1063,30,CLE,Christian Eyenga\eyengch01,,2,51,1049,320,137,40,.411,.277,.611,20.6,6.3,2.7,0.8,-0.4,-.020,-4.0,-0.5
1064,31,SAC,Jeff Pendergraph\pendeje02,Arizona State University,6,237,2322,690,632,99,.553,.400,.776,9.8,2.9,2.7,0.4,6.3,.131,-1.4,0.4
1065,32,WAS,Jermaine Taylor\tayloje02,University of Central Florida,2,65,786,351,108,48,.441,.284,.730,12.1,5.4,1.7,0.7,0.2,.014,-4.6,-0.5
1066,33,POR,Dante Cunningham\cunnida01,Villanova University,8,574,12295,3492,2172,405,.470,.324,.650,21.4,6.1,3.8,0.7,20.3,.079,-1.1,2.8
1067,34,DEN,Sergio Llull\llullse01,,,,,,,,,,,,,,,,,,
1068,35,DET,DaJuan Summers\summeda01,Georgetown University,4,83,820,278,82,29,.384,.367,.642,9.9,3.3,1.0,0.3,-0.1,-.008,-6.4,-0.9
1069,36,MEM,Sam Young\youngsa01,University of Pittsburgh,4,249,3966,1436,573,180,.442,.280,.742,15.9,5.8,2.3,0.7,5.2,.063,-2.9,-0.9
1070,37,SAS,DeJuan Blair\blairde01,University of Pittsburgh,7,424,7054,2865,2153,349,.524,.000,.608,16.6,6.8,5.1,0.8,19.0,.129,0.4,4.2
1071,38,POR,Jon Brockman\brockjo01,University of Washington,3,150,1570,320,472,49,.488,.000,.618,10.5,2.1,3.1,0.3,3.7,.113,-2.1,0.0
1072,39,DET,Jonas Jerebko\jerebjo01,,7,483,8917,3015,1971,377,.456,.350,.767,18.5,6.2,4.1,0.8,18.9,.102,-1.0,2.3
1073,40,CHA,Derrick Brown\brownde04,Xavier University,3,171,2554,895,413,119,.515,.317,.637,14.9,5.2,2.4,0.7,4.5,.085,-1.6,0.2
1074,41,MIL,Jodie Meeks\meeksjo01,University of Kentucky,8,450,10810,4410,977,502,.421,.375,.883,24.0,9.8,2.2,1.1,22.0,.098,-0.3,4.5
1075,42,LAL,Patrick Beverley\beverpa01,University of Arkansas,5,287,8167,2674,1149,963,.413,.376,.777,28.5,9.3,4.0,3.4,19.3,.113,1.8,7.9
1076,43,MIA,Marcus Thornton\thornma01,Louisiana State University,8,483,11299,5750,1348,676,.425,.358,.830,23.4,11.9,2.8,1.4,20.0,.085,-0.8,3.4
1077,44,DET,Chase Budinger\budinch01,University of Arizona,7,407,7998,3198,1240,473,.430,.352,.797,19.7,7.9,3.0,1.2,13.9,.083,-1.4,1.2
1078,45,MIN,Nick Calathes\calatni01,University of Florida,2,129,2011,590,243,353,.441,.288,.581,15.6,4.6,1.9,2.7,2.6,.063,-0.7,0.6
1079,46,CLE,Danny Green\greenda02,University of North Carolina,8,468,11722,4148,1595,757,.424,.401,.821,25.0,8.9,3.4,1.6,30.4,.124,3.3,15.7
1080,47,MIN,Henk Norel\norelhe01,,,,,,,,,,,,,,,,,,
1081,48,PHO,Taylor Griffin\griffta01,University of Oklahoma,1,8,32,10,2,1,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,-.039,-7.3,0.0
1082,49,ATL,Sergiy Gladyr\gladyse01,,,,,,,,,,,,,,,,,,
1083,50,UTA,Goran Suton,Michigan State University,,,,,,,,,,,,,,,,,
1084,51,SAS,Jack McClinton,University of Miami,,,,,,,,,,,,,,,,,
1085,52,IND,A.J. Price\priceaj01,University of Connecticut,6,261,3929,1523,377,567,.380,.316,.742,15.1,5.8,1.4,2.2,4.7,.058,-2.4,-0.4
1086,53,SAS,Nando De Colo\decolna01,,2,119,1414,453,211,203,.429,.363,.835,11.9,3.8,1.8,1.7,2.4,.081,-0.8,0.4
1087,54,CHA,Robert Vaden,University of Alabama at Birmingham,,,,,,,,,,,,,,,,,
1088,55,POR,Patrick Mills\millspa02,Saint Mary's College of California,8,436,7388,3441,668,939,.438,.396,.833,16.9,7.9,1.5,2.2,20.0,.130,1.0,5.6
1089,56,DAL,Ahmad Nivins,Saint Joseph's University,,,,,,,,,,,,,,,,,
1090,57,PHO,Emir Preldzic\preldem01,,,,,,,,,,,,,,,,,,
1091,58,BOS,Lester Hudson\hudsole01,University of Tennessee at Martin,4,57,594,268,77,71,.375,.277,.806,10.4,4.7,1.4,1.2,0.2,.016,-2.7,-0.1
1092,59,LAL,Chinemelu Elonu\elonuch01,Texas A&M University,,,,,,,,,,,,,,,,,
1093,60,MIA,Robert Dozier,University of Memphis,,,,,,,,,,,,,,,,,
1094,1,WAS,John Wall\walljo01,University of Kentucky,7,498,17963,9379,2211,4594,.433,.319,.793,36.1,18.8,4.4,9.2,40.4,.108,2.5,20.3
1095,2,PHI,Evan Turner\turneev01,Ohio State University,7,530,14944,5581,2648,1954,.431,.299,.782,28.2,10.5,5.0,3.7,15.8,.051,-2.0,-0.2
1096,3,NJN,Derrick Favors\favorde01,Georgia Institute of Technology,7,476,12296,5452,3422,506,.510,.160,.665,25.8,11.5,7.2,1.1,33.4,.131,0.8,8.7
1097,4,MIN,Wesley Johnson\johnswe01,Syracuse University,7,494,11418,3700,1630,560,.406,.338,.743,23.1,7.5,3.3,1.1,9.1,.038,-1.2,2.3
1098,5,SAC,DeMarcus Cousins\couside01,University of Kentucky,7,487,15570,10308,5271,1468,.459,.330,.736,32.0,21.2,10.8,3.0,37.1,.114,2.6,18.2
1099,6,GSW,Ekpe Udoh\udohek01,Baylor University,5,270,4564,1072,860,179,.429,.000,.720,16.9,4.0,3.2,0.7,5.7,.060,-1.1,1.0
1100,7,DET,Greg Monroe\monrogr01,Georgetown University,7,534,15872,7525,4685,1206,.511,.000,.706,29.7,14.1,8.8,2.3,45.1,.136,2.0,16.1
1101,8,LAC,Al-Farouq Aminu\aminual01,Wake Forest University,7,517,12425,3744,2925,638,.428,.324,.726,24.0,7.2,5.7,1.2,17.3,.067,-0.3,5.2
1102,9,UTA,Gordon Hayward\haywago01,Butler University,7,513,16071,8003,2139,1752,.443,.367,.820,31.3,15.6,4.2,3.4,42.5,.127,2.0,16.1
1103,10,IND,Paul George\georgpa01,California State University Fresno,7,444,14542,7971,2787,1404,.430,.369,.850,32.8,18.0,6.3,3.2,43.5,.144,3.7,20.9
1104,11,NOH,Cole Aldrich\aldrico01,University of Kansas,7,317,3325,1036,1112,180,.531,,.748,10.5,3.3,3.5,0.6,9.6,.139,1.2,2.7
1105,12,MEM,Xavier Henry\henryxa01,University of Kansas,5,185,2905,1050,351,120,.406,.325,.635,15.7,5.7,1.9,0.6,0.8,.013,-5.1,-2.3
1106,13,TOR,Ed Davis\davised01,University of North Carolina,7,481,10036,3278,3062,399,.562,.000,.568,20.9,6.8,6.4,0.8,30.5,.146,1.1,7.9
1107,14,HOU,Patrick Patterson\pattepa01,University of Kentucky,7,473,11352,3715,2225,573,.458,.366,.744,24.0,7.9,4.7,1.2,24.6,.104,0.7,7.7
